chapter,question_type,question,options,answer
14,Single Choice,人民军队应牢固树立()这个唯一的根本的标准。,A. 纪律严明;B. 党指挥枪;C. 制度建军;D. 战斗力,D
14,Single Choice,能打胜仗是()核心，反映军队的根本职能和军队建设的根本指向。,A. 保证;B. 基础;C. 核心;D. 灵魂,C
14,Single Choice,()是我们党建军治军基本方式。,A. 制度建军;B. 改革强军;C. 依法治军;D. 人才强军,C
14,Single Choice,()是强军兴军的必由之路，也是决定我军未来的关键一招。,A. 科技强军;B. 政治建军;C. 改革强军;D. 人才强军,C
14,Single Choice,"中国军队坚持()的战略方针,我们从未主动挑起过任何一场战争和冲突，从未侵占别国一寸土地。",A. 联盟;B. 中立;C. 扩张;D. 防御,D
14,Single Choice,()是坚持党对人民军队绝对领导的根本制度和根本实现形式，在党领导军队的一整套制度体系中处于最高层次、居于统领地位。,A. 总理负责制;B. 军委主席负责制;C. 中央负责制;D. 总书记负责制,B
14,Single Choice,()是我军的立军之本，也是最大优势。,A. 政治建军;B. 人才强军;C. 科技强军;D. 改革强军,A
14,Single Choice,()是推动人民军队高质量发展、赢得军事竞争和未来战争主动的关键因素。,A. 武器;B. 人才;C. 改革;D. 科技,B
14,Single Choice,听党指挥是()，决定军队建设的政治方向。,A. 保证;B. 基础;C. 核心;D. 灵魂,D
14,Multiple Choice,()、()是军队的根本价值所在。,A. 听党指挥;B. 纪律严明;C. 打胜仗;D. 能打仗,CD
14,Multiple Choice,()、()，是治军带兵的铁律，也是建设强大军队的基本规律。,A. 严肃军纪;B. 厉行法治;C. 改革强军;D. 政治建军,AB
14,Multiple Choice,国防和军队现代化新“三步走”战略安排分别是()()()。,A. 到2035年基本实现国防和军队现代化.;B. 到本世纪中叶把人民军队全面建成世界一流军队。;C. 到本世纪中叶基本实现国防和军队现代化;D. 到2027年实现建军一百年奋斗目标。,ABD
14,Multiple Choice,人民军队自成立起，就始终为争取()而英勇奋斗。,A. 民族独立;B. 人民幸福;C. 人民解放;D. 国家富强,ABCD
14,Multiple Choice,构建完善的中国特色军事法治体系，形成系统完备、严密高效的()、()、()、()。,A. 军事法规制度体系;B. 军事法治监督体系;C. 军事法治实施体系;D. 军事法治保障体系,ABCD
14,Multiple Choice,到2035年基本实现国防和军队现代化。这一步的关键是实现(),A. 军事人员现代化;B. 军事理论现代化;C. 军队组织形态现代化;D. 武器装备现代化,ABCD
14,Multiple Choice,新的征程上，开创国防和军队现代化新局面，必须全面推进()()()()、依法治军，加快把人民军队建设成为世界一流军队，以更强大的能力、更可靠的手段捍卫国家主权、安全、发展利益。,A. 改革强军;B. 人才强军;C. 政治建军;D. 科技强军,ABCD
14,Multiple Choice,党在新时代的强军目标的提出，体现了我们党一以贯之的建军治军指导思想和方针原则，回答了()()()的重大课题，立起了人民军队作为大国军队、强国军队应有的样子。,A. 强军强什么;B. 为什么强军;C. 强什么军;D. 怎样强军,ABD
14,Multiple Choice,建设()、()和发展利益相适应的巩固国防和强大人民军队，是新时代党和国家事业发展的必然要求。,A. 同国家安全;B. 同我国国际地位相称;C. 同国家富强;D. 同人民幸福,AB
14,Multiple Choice,新时代，我们党全面实施改革强军战略，大刀阔斧深化国防和军队改革，按照()、()、()的总原则改革领导指挥体制。,A. 军队主练;B. 军种主建;C. 军委管总;D. 战区主战,BCD
14,Multiple Choice,建设巩固国防和强大人民军队的原因有()。,A. 当今世界百年未有之大变局加速演进;B. 国际军事竞争日趋激烈;C. 我军需要一场革命性变革;D. 我国处于由大向强发展的关键阶段,ABCD
14,Multiple Choice,党对人民军队的绝对领导，是()、()。,A. 执政之源;B. 建军之本;C. 强军之魂;D. 立党之基,BC
14,Multiple Choice,新的征程上，开创国防和军队现代化新局面，必须全面推进()、()、()、()、()。政治建军、改革强军、科技强军、人才强军、依法治军。,A. 政治建军;B. 科技强军;C. 改革强军;D. 人才强军;E. 依法治军,ABCDE
14,Multiple Choice,全面加强练兵备战需要()、()、()、()。,A. 培育“一不怕苦、二不怕死”的战斗精神;B. 创新军事战略指导;C. 深入推进实战化军事训练;D. 树立战斗力这个唯一的根本的标准,ABCD
14,Multiple Choice,明确党在新时代的强军目标是建设一支()的人民军队，把人民军队建设成为世界一流军队。,A. 能打胜仗;B. 作风优良;C. 听党指挥;D. 艰苦奋斗,ABC
14,True or False,坚持人民至上是人民军队永远不变的军魂。,A. 对;B. 错,B
14,True or False,军政军民团结是实现富国和强军相统一的重要政治保障。,A. 对;B. 错,A
14,True or False,听党指挥是灵魂，决定军队建设的政治方向。,A. 对;B. 错,A
14,True or False,党的十九大提出，到2035年把人民军队全面建成世界一流军队。,A. 对;B. 错,B
14,True or False,政治建军是人民军队的立军之本。,A. 对;B. 错,A
15,Single Choice,全面贯彻新时代党解决台湾问题的总体方略，必须坚持“和平统一、一国两制”基本方针，这是统一的()。,A. 实践途径;B. 战略支撑;C. 大政方针;D. 政治基础,C
15,Single Choice,在“一国两制”方针中，全面管治权和高度自治权在本质上是统一的。全面管治权是授权特别行政区高度自治的前提和基础，高度自治权是中央行使全面管治权的()。,A. 体现;B. 核心;C. 途径;D. 方式,A
15,Single Choice,“一国两制”伟大构想，最早是针对()问题提出来的。,A. 台湾;B. 澳门;C. 香港;D. 西藏,A
15,Single Choice,“一国两制”既体现了实现祖国统一、维护国家主权的()，又充分考虑香港、澳门的历史和现实，体现了高度的()。,A. 唯一性，可变性;B. 固定性，不固定性;C. 统一性，多样性;D. 原则性，灵活性,D
15,Single Choice,“一国两制”制度以宪法和基本法为基础，保持香港、澳门原有的资本主义制度和生活方式不变、()基本不变。,A. 治理模式;B. 法律;C. 经济制度;D. 秩序,B
15,Single Choice,全面贯彻新时代党解决台湾问题的总体方略，必须坚持党中央对对台工作的集中统一领导，这是统一的()。,A. 基本方向;B. 根本途径;C. 根本保证;D. 基本方针,C
15,Single Choice,在特别行政区中，要坚持以()为核心的行政主导体制，支持行政长官和特别行政区政府依法施政、积极作为。,A. 行政长官;B. 基本法;C. 政府;D. 宪法,A
15,Single Choice,“一国两制”伟大构想，首先运用于解决()问题。,A. 香港和澳门;B. 台湾;C. 澳门;D. 香港,A
15,Single Choice,“一国两制”是中国特色社会主义制度创新的重要成果，这一制度以()为基础。,A. 基本法;B. 特别行政区法;C. 宪法;D. 宪法和基本法,D
15,Single Choice,()，中国政府回复对香港行使主权，香港回到了祖国怀抱。,A. 1997年7月1日;B. 1997年5月1日;C. 1998年7月1日;D. 1998年5月1日,A
15,Single Choice,宪法和基本法共同构成特别行政区的宪制基础，其中宪法是国家根本大法，是特别行政区制度的()。,A. 法律基础;B. 法律核心;C. 法律前提;D. 法律渊源,D
15,Single Choice,“一国两制”方针的最高原则是()。,A. 中国特色社会主义;B. 和平统一;C. 中华民族伟大复兴;D. 维护国家主权、安全和发展利益,D
15,Single Choice,在中央政府、香港特别行政区政府和社会各界的共同努力下，香港已实现由乱到治的重大转折，正处在()的关键时期。,A. 由治及兴;B. 稳步前进;C. 飞速发展;D. 加速发展,A
15,Single Choice,1987年4月13日，中葡两国政府关于澳门问题的联合声明在北京正式签署。()，澳门回到了祖国怀抱。,A. 1999年12月1日;B. 1998年12月1日;C. 1998年7月1日;D. 1999年12月20日,D
15,Single Choice,全面贯彻新时代党解决台湾问题的总体方略，必须坚持在()进程中推进祖国统一，这是统一的历史方位。,A. 社会主义现代化;B. 中国式现代化;C. 中华民族伟大复兴;D. 适应经济全球化发展趋势,C
15,Multiple Choice,全面贯彻新时代党解决台湾问题的总体方略，必须坚持“和平统一、一国两制”基本方针，这是统一的()，坚持一个中国原则和“九二共识”，这是统一的()，坚持推动另案关系和平发展、融合发展，这是统一的()。,A. 大政方针;B. 根本保证;C. 政治基础;D. 实践途径,ACD
15,Multiple Choice,在中华民族的发展进程中，()始终是全民族的主流价值观。,A. 自强不息;B. 反对分裂;C. 勤劳勇敢;D. 追求统一,BD
15,Multiple Choice,“一国两制”伟大构想体现了中国共产党的政治智慧和开拓创新的勇气，体现了中华民族()的精神特质和中国特色社会主义制度的先进性质。,A. 追求统一;B. 反对分裂;C. 勤劳勇敢;D. 爱好和平,ABD
15,Multiple Choice,中央全力支持香港抓住国家发展带来的历史机遇，主动对接()等国家战略。,A. 粤港澳大湾区建设;B. “一带一路”高质量发展;C. 西部大开发;D. “十四五”规划,ABD
15,Multiple Choice,作为直辖于中央人民政府的香港、澳门特别行政区，享有高度自治权，包括()。,A. 监察权;B. 独立的司法权和终审权;C. 立法权;D. 行政管理权,BCD
15,Multiple Choice,两岸要应通尽通，提升经贸合作畅通、基础设施联通、能源资源互通、行业标准共通，率先实现金门、马祖同福建沿海地区()，推动两岸贸易和台商对大陆投资增长。,A. 通电;B. 通水;C. 通桥;D. 通气,ABCD
15,Multiple Choice,我们坚持一个中国原则和“九二共识”，在此基础上推进同台湾()人士就两岸关系和国家统一开展广泛深入协商，共同推动两岸关系和平发展、推进祖国和平统一进程。,A. 各党派;B. 各阶层;C. 各方面;D. 各界别,ABD
15,Multiple Choice,“一国两制”的根本宗旨是维护国家()，保持香港、澳门长期繁荣稳定。,A. 和平;B. 安全;C. 主权;D. 发展利益,BCD
15,Multiple Choice,党的十八大以来，以习近平同志为核心的党中央从实现中华民族伟大复兴的全局高度，全面准确、坚定不移贯彻()的方针，推动香港进入又乱到治走向由治及兴的新阶段。,A. 高度自治;B. “一国两制”;C. “澳人治澳”;D. “港人治港”,ABCD
15,Multiple Choice,特别行政区的一切()行为都必须符合宪法和基本法，以宪法和基本法作为最高准则。,A. 立法;B. 监察;C. 司法;D. 行政,ACD
15,Multiple Choice,在确保国家主权、安全、发展利益的前提下，台湾同胞的社会制度和生活方式等将得到充分尊重，台湾同胞的()将得到充分保障。,A. 合法权益;B. 宗教信仰;C. 私人财产;D. 基本需求,ABC
15,Multiple Choice,香港、澳门特别行政区政府大力加强对香港澳门社会特别是青少年的()，增强香港、澳门青少年的国家意识和爱国精神。,A. 中国历史和中华文化教育;B. 宪法和基本法教育;C. 国情教育;D. 通识教育,ABC
15,Multiple Choice,两岸要应通尽通，提升经贸合作()、基础设施()、能源资源()、行业标准()，率先实现金门、马祖同福建沿海地区通水、通电、通气、通桥，推动两岸贸易和台商对大陆投资增长。,A. 畅通;B. 互通;C. 联通;D. 共通,ABCD
15,Multiple Choice,要增强港澳同胞的民族自豪感、主人翁意识和投身“一国两制”事业的()。,A. 责任感;B. 自豪感;C. 使命感;D. 安全感,AC
15,Multiple Choice,全面贯彻新时代党解决台湾问题的总体方略，必须坚持党中央对对台工作的集中统一领导，这是统一的()，坚持在中华民族伟大复兴进程中推进祖国统一，这是统一的()，坚持在祖国大陆发展进步的基础上解决台湾问题，这是统一的()。,A. 历史方位;B. 战略思路;C. 重要途径;D. 根本保证,ABD
15,True or False,民族复兴、国家统一是大势所趋、大义所在、民心所向。,A. 对;B. 错,A
15,True or False,技术人才是港澳长期繁荣稳定的希望和未来。,A. 对;B. 错,B
15,True or False,特别行政区基本法是特别行政区的宪制基础。,A. 对;B. 错,B
15,True or False,“一国两制”是香港、澳门回归后保持长期繁荣稳定的最佳制度安排。,A. 对;B. 错,A
15,True or False,作为一项基本国策，“一国两制”是指在统一的国家内，国家主体实行社会主义制度，个别地区实行资本主义制度。,A. 对;B. 错,A
16,Single Choice,中国特色大国外交牢牢把握服务民族复兴、()这条主线。,A. 促进中国发展;B. 促进全球发展;C. 促进全球合作;D. 促进人类进步,D
16,Single Choice,构建人类命运共同体思想的核心是“建设持久和平、普遍安全、共同繁荣、()、清洁美丽的世界”,A. 相互尊重;B. 平等协商;C. 合作共赢;D. 开放包容,D
16,Single Choice,中国特色大国外交建立在正确的历史观、()、角色观基础之上。,A. 长远观;B. 世界观;C. 大局观;D. 文化观,C
16,Single Choice,中国对外政策的基本原则是(),A. 和平共处五项原则;B. 独立自主;C. 加强与第三世界国家的团结与合作;D. 促进世界和平与发展,B
16,Single Choice,和平共处五项原则的精髓是(),A. 平等互利;B. 互不侵犯;C. 国家主权平等;D. 互不干涉内政,C
16,Single Choice,中国始终高举和平、发展、合作、()旗帜。,A. 安全;B. 独赢;C. 共赢;D. 团结,C
16,Single Choice,()是世界的基本特征，也是人类进步的源泉。,A. 物种多样性;B. 生物多样性;C. 文明多样性;D. 文化多样性,C
16,Single Choice,中国特色大国外交坚持走()发展道路,A. 自主;B. 和平;C. 合作;D. 不合作,B
16,Single Choice,当今世界和平与发展的最大威胁(),A. 霸权主义、强权政治和冷战思维;B. 宗教纷争;C. 领土争端;D. 民族矛盾,A
16,Single Choice,中国特色大国外交构建对话不对抗、()的伙伴关系,A. 组队;B. 结盟;C. 结伴不结盟;D. 结伴,C
16,Single Choice,中国特色大国外交紧紧围绕()历史任务。,A. 实现第二个百年奋斗目标;B. 全面建成小康社会;C. 实现共产主义;D. 中华民族伟大复兴,D
16,Single Choice,新时代新征程，要继续全面推进我国对外工作，不断开创中国特色大国外交，推动构(),A. 新发展格局;B. 和谐世界;C. 人类命运共同体;D. 高质量发展,C
16,Single Choice,我国秉持真实亲诚理念和正确()，加强同发展中国家团结合作。,A. 大局观;B. 义利观;C. 荣辱观;D. 合作观,B
16,Single Choice,中国特色大国外交坚持亲诚惠容与邻为善、()的周边外交外交方针。,A. 和平共处;B. 以邻为伴;C. 总体稳定;D. 均衡发展,B
16,Single Choice,()是发展的前提，是人类最基本最普遍的愿望，是各国人民根本 利益所在。,A. 合作;B. 自强;C. 稳定;D. 安全,D
16,Multiple Choice,中国特色大国外交建立在正确的()、()、()基础之上。,A. 历史观;B. 文化观;C. 角色观;D. 大局观,ACD
16,Multiple Choice,人类命运共同体就是建设持久和平()()()()的世界。,A. 给共同繁荣;B. 清洁美丽;C. 开放包容;D. 普遍安全,ABCD
16,Multiple Choice,当前国际局势变化体现在:(),A. 各国只合作无对抗;B. 新一轮科技革命和产业革命深入发展;C. 国际力量对比深刻变化;D. 国际体系和国际秩序深度调整,BCD
16,Multiple Choice,中国始终高举()()()()的旗帜,A. 发展;B. 合作;C. 共赢;D. 和平,ABCD
16,Multiple Choice,中国愿意同世界各国人民和睦相 处、和谐发展()()(),A. 共享和平                                                                                                                                                                                                                                                                                                                                                                                       ;B. 共创发展;C. 共护和平;D. 共谋和平,ACD
16,Multiple Choice,我国对外不断拓展()()()外交布局,A. 宽领域;B. 立体化外交布局                                                                                                                                                      ;C. 全方位;D. 多层次,BCD
16,Multiple Choice,一带一路秉持()()()原则,A. 共治;B. 共建;C. 共商;D. 共享,BCD
16,Multiple Choice,推动构建新型国际关系，就是要秉持()()()原则,A. 合作共赢;B. 相互尊重;C. 互相协商;D. 公平正义,ABD
16,Multiple Choice,推进大国协调合作，构建()()()的大国关 系格局，是中国对外关系的重要内容。,A. 以邻为善;B. 和平共处;C. 总体稳定;D. 均衡发展,BCD
16,Multiple Choice,开放包容的世界不同文化要()()(),A. 要竞争低不要平等;B. 要交流不要取代;C. 要包容不要冲突;D. 要对话不要对立,BCD
16,Multiple Choice,我国始终做()、()、()、,A. 全球发展的贡献者;B. 始终做世界和平的建设者;C. 国际秩序的维护者;D. 国际秩序的制定者,ABC
16,Multiple Choice,新型国际关系是()()(),A. 合作共赢;B. 互相尊重;C. 公平正义;D. 对抗结盟,ABC
16,Multiple Choice,维护国家主权、安全、发展利益，必须()(),A. 敢于斗争;B. 善于斗争;C. 乐于斗争;D. 勇于斗争,AB
16,Multiple Choice,维护国家()()()利益是我国对外工作的出发点和落脚点,A. 主权;B. 安全;C. 发展;D. 国防,ABC
16,Multiple Choice,2015年9月，习近平出席第七十届联合国大会一般性辩论时明确指出:()()()()民主、自由，是全人类的共同价值。,A. 公平;B. 正义;C. 和平;D. 发展,ABCD
16,True or False,中国始终高举和平、发展、合作、共赢旗帜，在快速变革的世界中 牢牢把握大变局的发展方向。,A. 对;B. 错,A
16,True or False,推动构建新型国际关系，就是要秉持相互尊重、公平正义、合作共 赢原则，走出一条对话而不对抗、结伴而不结盟的国与国交往新路,A. 对;B. 错,A
16,True or False,构建人类命运共同体，努力形成相互尊重、公平正义、共同繁荣的新型国际关系。,A. 对;B. 错,B
16,True or False,推进大国协调合作，构建和平共处、总体稳定、以邻为伴的大国关系格局，是中国对外关系的重要内容。,A. 对;B. 错,B
16,True or False,推进多边合作，不断拓展全方位、多层次、立体化外交布  局，打造遍布全球的朋友圈,A. 对;B. 错,A
17,Single Choice,高度重视和不断加强党的自身建设，是中国共产党从小到大、由弱到强，从挫折中奋起、在战胜困难中不断成熟的一大法宝，也是党领导的伟大事业不断取得胜利的根本保证。中国特色社会主义进入新时代，党的建设的根本方针是,A. 全面加强党的执政本领;B. 坚持党要管党、全面从严治党;C. 坚持解放思想、改革创新;D. 全面推进党的政治建设,B
17,Single Choice,歌曲《不忘初心》的歌词”你是我的一切我的全部“中所提到的“你”是指:,A. 人民;B. 人民子弟兵;C. 习近平;D. 中国共产党,A
17,Single Choice,党的作风问题核心是()。,A. 反腐败问题;B. 党同人民群众的关系问题;C. 全面从严治党问题;D. 有严明的纪律和规矩,B
17,Single Choice,新时代党的建设的总要求中，作为新时代党的建设的主线的是,A. 党的政治建设;B. 加强党的长期执政能力建设、先进性和纯洁性建设;C. 坚定理想信念宗旨;D. 调动全党积极性、主动性、创造性,B
17,Single Choice,深入推进全面从严治党，必须把思想建设作为()，教育引导党员干部用习近平新时代中国特色社会主义思想凝心铸魂。,A. 核心;B. 关键;C. 基础性建设;D. 根本性建设,C
17,Single Choice,把党的建设作为一项伟大工程来推进，是我们党的一大创举，是我们党领导人民进行伟大社会革命的重要法宝。深入推进新时代党的建设新的伟大工程，必须注重系统性整体性协同性，以()为统领持续抓好党的各方面建设，不断提高党的建设质量，为坚持和发展中国特色社会主义提供坚强政治保证。,A. 制度建设;B. 政治建设;C. 思想建设;D. 组织建设,B
17,Single Choice,()是危害党的生命力和战斗力的最大毒瘤，是党长期执政面临的最大威胁。,A. 官僚主义;B. 享乐主义;C. 脱离群众;D. 腐败,D
17,Single Choice,全面从严治党的治本之策是加强党的,A. 组织建设;B. 思想建设;C. 作风建设;D. 纪律建设,D
17,Single Choice,深入落实新时代党的组织路线，增强党组织政治功能和组织功能，()是重点。,A. 建设高素质专业化干部队伍;B. 加强党中央对基层党组织的领导;C. 坚持党管干部原则;D. 严密党的组织体系,D
17,Single Choice,"党的十九大首次把党的政治建设纳入党的建设总体布局，并强调“以党的政治建设为统领”“把党的政治建设摆在首位”,凸显党的政治建设的极端重要性，这是党的建设理论和实践的重大创新。党的政治建设的首要任务是",A. 保证全党服从中央，坚持党中央权威和集中统一领导;B. 夺取反腐败斗争压倒性胜利;C. 严肃党内政治生活;D. 坚定理想信念,A
17,Single Choice,全面从严治党永远在路上，党的自我革命永远在路上，决不能有松劲歇脚、疲劳厌战的情绪，必须持之以恒推进全面从严治党，深入推进新时代党的建设新的伟大工程，以党的自我革命引领社会革命。最彻底的自我革命是,A. 让人民来监督政府;B. 反腐败;C. 党风廉政建设;D. 作风建设常态化长效化,B
17,Single Choice,中国共产党最鲜明的品格是,A. 谦虚谨慎、不骄不躁;B. 密切联系群众;C. 理论联系实际;D. 勇于自我革命,D
17,Single Choice,党的()是党的根本性建设。,A. 组织建设;B. 政治建设;C. 制度建设;D. 思想建设,B
17,Single Choice,2021年11月11日，习近平在党的十九届六中全会第二次全体会议上的讲话指出:我们党历史这么长、规模这么大、执政这么久，如何跳出治乱兴衰的历史周期率?毛泽东同志在延安的窑洞里给出了第一个答案，经过百年奋斗特别是党的十八大以来新的实践，我们党又给出了第二个答案，这就是,A. 让人民来监督政府;B. 民主;C. 自我革命;D. 社会革命,C
17,Single Choice,()就是党的形象，关系人心向背，关系党的生死存亡。,A. 领袖形象;B. 党的纪律;C. 党员形象;D. 党的作风,D
17,Multiple Choice,全面从严治党永远在路上。这是,A. 由全面从严治党在党和国家事业发展中的根本性作用决定的;B. 深入解决党内突出矛盾和问题的需要;C. 有效应对执政考验、改革开放考验、市场经济考验、外部环境考验的必然选择;D. 有效应对精神懈怠危险、能力不足危险、脱离群众危险、消极腐败危险的必然选择,ABCD
17,Multiple Choice,习近平指出，要始终不忘中国共产党是什么、要干什么这个根本问题，始终牢记“三个务必”，“三个务必”包括:,A. 务必敢于斗争、善于斗争;B. 务必不忘初心、牢记使命;C. 务必谦虚谨慎、艰苦奋斗;D. 务必戒骄戒躁、艰苦奋斗,ABC
17,Multiple Choice,党中央全面加强授权、用权、制权等环节的法规制度建设，依纪依法()，为系统施治、标本兼治提供了制度支撑。,A. 设定权力;B. 监督权力;C. 制约权力;D. 规范权力,ABCD
17,Multiple Choice,要落实新时代党的建设总要求，把全的要求、严的基调、治的理念落实到全面从严治党全过程，要做到:(),A. 坚持责任上全链条;B. 坚持内容上全覆盖;C. 坚持制度上全贯通;D. 坚持对象上全覆盖,ABCD
17,Multiple Choice,深入推进全面从严治党，必须把思想建设作为基础性建设，是因为:,A. 加强思想建设是坚守理想信念、坚定革命意志的前提。;B. 加强思想建设是贯彻党的理论和路线方针政策、推进党和国家事业发展的重要保障。;C. 加强思想建设是保持政治上清醒坚定、行动上团结统一的要求。;D. 思想建设带有根本性、全局性、稳定性、长期性。,ABC
17,Multiple Choice,党的十九大报告提出，党的政治建设,A. 摆在党的各项建设的首位;B. 是新时代党的建设的着力点;C. 是党的根本性建设;D. 是新时代党的建设总要求的统领,ACD
17,Multiple Choice,全面建设社会主义现代化国家，必须有一支政治过硬、适应新时代要求、具备领导现代化建设能力的干部队伍。要坚持党管干部原则，坚持()，把新时代好干部标准落到实处。,A. 任人唯贤;B. 以德为先;C. 德才兼备;D. 五湖四海,ABCD
17,Multiple Choice,党的先进性和党的执政地位不是一劳永逸、一成不变的，建设什么样的长期执政的马克思主义政党、怎样建设长期执政的马克思主义政党，是我们党必须回答好的重大时代课题。新征程上，必须,A. 以伟大社会革命促进伟大自我革命;B. 确保党及其领导的伟大事业永葆生机、永续发展;C. 时刻保持解决大党独有难题的清醒和坚定;D. 以伟大自我革命引领伟大社会革命,ABCD
17,Multiple Choice,坚持制度治党、依规治党，就是靠制度(),A. 管人;B. 管权;C. 管党;D. 管事,ABD
17,Multiple Choice,党的十九大报告把党的政治建设摆在首位，作为第一项重要任务予以部署，这是因为,A. 政治属性是政党的第一属性;B. 党的政治建设是党的根本性建设，决定党的建设方向和效果;C. 旗帜鲜明讲政治是我们党作为马克思主义政党的根本要求;D. 党的政治建设是党的基础性建设，是党最鲜明的品格,ABC
17,Multiple Choice,办好中国的事情，关键在党，关键在坚持党要管党、全面从严治党。勇于自我革命，是我们党,A. 最大的优势;B. 区别于世界上其他政党的显著标志;C. 跳出治乱兴衰历史周期率的第二个答案;D. 最鲜明的品格,ABCD
17,Multiple Choice,勇于自我革命就要同一切影响党的先进性、弱化党的纯洁性的问题作坚决斗争，实现(),A. 自我净化;B. 自我完善;C. 自我提高;D. 自我革新,ABCD
17,Multiple Choice,党的十九大提出以党的政治建设为统领，全面推进党的政治建设、思想建设、组织建设、作风建设、纪律建设，把制度建设贯穿其中，并特别强调把党的政治建设放在首位，之所以要把党的政治建设摆在首位，是因为,A. 旗帜鲜明讲政治是我们党作为马克思主义政党的根本要求;B. 政治属性是政党的第一属性;C. 政治建设是党的根本性建设，决定党的建设方向和效果;D. 坚定政治立场是党的根本宗旨,ABC
17,Multiple Choice,全面从严治党是一场伟大的自我革命。中国共产党之所以有自我革命的勇气，是因为,A. 党就是在不断自我批评、自我革命中成长成熟的;B. 党除了国家、民族、人民的利益，没有任何自己的特殊利益;C. 不断进行自我革命是党长期以来形成的优良传统和成功经验;D. 党要实现崇高使命，永葆先进性和纯洁性，必须以彻底的自我革命推动深刻的社会革命,ABCD
17,Multiple Choice,标本兼治是新时代推进反腐败斗争的鲜明特征，既以治标遏制腐败势头，更注重治本夯实防腐的基础。以习近平同志为核心的党中央坚持反腐败无禁区、全覆盖、零容忍，以雷霆之势、霹雳手段惩治腐败，对权力进行制约和监督，持续形成强大威慑，成功走出一条依靠制度优势、法治优势反腐败之路。包括:,A. “打虎”“拍蝇”“猎狐”多管齐下;B. 构建起党全面领导的反腐败工作格局;C. 把权力关进制度的笼子里;D. 勇于自我革命,ABC
17,True or False,党的思想建设是党的根本性建设。,A. 对;B. 错,B
17,True or False,党的自我革命是跳出历史周期率的第二个答案。,A. 对;B. 错,A
17,True or False,旗帜鲜明讲政治是我们党作为马克思主义政党的根本要求。,A. 对;B. 错,A
17,True or False,腐败是危害党的生命力和战斗力的最大毒瘤，是党长期执政面临的最大威胁。,A. 对;B. 错,A
17,True or False,勇于自我革命，是中国共产党区别于其他政党的显著标志，也是我们党最大的优势、最鲜明的品格。,A. 对;B. 错,A
